Sent.ID	Tree.Address	Author	Vb.Afun	Vb.pos	Sb.pos	Pnom.pos	Pnom.lemma	Sb.rank	Pnom.rank	Order	Length.subtree	Predication.Type	IsValid	Note	Century
a-tlg0003.tlg001-1.127.1-s23539-w0	Thucydides_Book1.tb.a.gz##797.0	Thucydides	Obj	v--pna---	v--pna---	a-s---nac	ῥᾴδιος	34	29	P-Sb	subtree	#Reconstructed	0.0	annotation error	5th
a-tlg0003.tlg001-1.9.2-s22788-w0	Thucydides_Book1.tb.a.gz##46.0	Thucydides	Adv	v-sppamg-	n-s---mg-	n-s---mg-	ἀδελφός	57	60	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.142.3-s23651-w0	Thucydides_Book1.tb.a.gz##909.0	Thucydides	Pred	v3spia---	v--anm---	a-s---nn-	χαλεπός	10	4	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.69.6-s23154-w0	Thucydides_Book1.tb.a.gz##412.0	Thucydides	Pred	v3spia---	n-s---fn-	n-p---mg-	ἀνήρ	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.134.2-s23579-w0	Thucydides_Book1.tb.a.gz##837.0	Thucydides	Obj	v-sppama-	p-s---ma-	d--------	ἔνδον	25	22	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.116.1-s23461-w0	Thucydides_Book1.tb.a.gz##719.0	Thucydides	Atr	v3piia---	a--------	n-p---fn-	στρατιῶτις	63	64	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.71.3-s23173-w0	Thucydides_Book1.tb.a.gz##431.0	Thucydides	Pred	v3spia---	a-p---nn-	a-p---nn-	ἄριστος	7	8	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.42.2-4-s22997-w0	Thucydides_Book1.tb.a.gz##255.0	Thucydides	Pred	v3spia---	v--anm---	a-s---nn-	ἄξιος	43	32	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.1.3-s22745-w0	Thucydides_Book1.tb.a.gz##3.0	Thucydides	Pred	v3siia---	v--ana---	a-p---nn-	ἀδύνατος	11	15	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.38.5-s22977-w0	Thucydides_Book1.tb.a.gz##235.0	Thucydides	Pred	v3siia---	v--anm---	a-s---nn-	αἰσχρός	19	18	P-Sb	subtree	#Reconstructed	0.0	gapping	5th
a-tlg0003.tlg001-1.43.2-s23000-w0	Thucydides_Book1.tb.a.gz##258.0	Thucydides	Obj	v--pna---	p-s---ma-	n-s---ma-	καιρός	7	11	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.73.2-s23189-w0	Thucydides_Book1.tb.a.gz##447.0	Thucydides	Atr	v3spia---	n-p---fn-	n-p---mn-	μάρτυς	11	14	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.40.3-s22988-w0	Thucydides_Book1.tb.a.gz##246.0	Thucydides	Pred	v3sfim---	v--pne---	n-s---fn-	ἀνάγκη	10	1	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.122.1-s23500-w0	Thucydides_Book1.tb.a.gz##758.0	Thucydides	Pred	v3spia---	v-sapamn-	a-s---mnc	βέβαιος	7	8	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.26.5-27.1-s22898-w0	Thucydides_Book1.tb.a.gz##156.0	Thucydides	Pred	v3spia---	n-s---nn-	n-s---mn-	ἰσθμός	14	12	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.85.2-s23277-w0	Thucydides_Book1.tb.a.gz##535.0	Thucydides	Adv	v-pppamg-	p-p---mg-	a-p---mg-	ἑτοῖμος	25	23	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.80.3-s23238-w0	Thucydides_Book1.tb.a.gz##496.0	Thucydides	Pred	v3spia---	n-s---fn-	a-s---fn-	παρόμοιος	11	8	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.35.5-s22958-w0	Thucydides_Book1.tb.a.gz##216.0	Thucydides	Atr	v3spia---	p-s---nn-	n-s---fn-	πίστις	23	25	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.23.2-s22870-w0	Thucydides_Book1.tb.a.gz##128.0	Thucydides	Pred	v3ppia---	v3paia---	v-pppefn-	ἁλίσκομαι	26	27	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.46.2-s23014-w0	Thucydides_Book1.tb.a.gz##272.0	Thucydides	Pred	v3siia---	n-s---mn-	a-s---mn-	πέμπτος	13	16	Sb-P	subtree	#Reconstructed	0.0	gapping	5th
a-tlg0003.tlg001-1.82.4-s23258-w0	Thucydides_Book1.tb.a.gz##516.0	Thucydides	Sb	v--pna---	n-s---fa-	p-s---na-	τις	7	4	P-Sb	subtree	#Reconstructed	0.0		5th
a-tlg0003.tlg001-1.125.2-s23519-w0	Thucydides_Book1.tb.a.gz##777.0	Thucydides	Pred	v3siia---	v--pna---	a-p---nn-	ἀδύνατος	8	6	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.2.1-s22746-w0	Thucydides_Book1.tb.a.gz##4.0	Thucydides	Pred	---------	a-p---mn-	v-pppamn-	ἀπολιμπάνω	20	23	Sb-P	subtree	#Reconstructed	0.0		5th
a-tlg0003.tlg001-1.10.4-s22801-w0	Thucydides_Book1.tb.a.gz##59.0	Thucydides	Pred	v3spia---	v--pna---	v-srpann-	ἔοικα	6	4	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.35.5-s22958-w0	Thucydides_Book1.tb.a.gz##216.0	Thucydides	Sb	v3piia---	p-p---mn-	a-p---mn-	πολέμιος	18	19	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.53.2-s23064-w0	Thucydides_Book1.tb.a.gz##322.0	Thucydides	Adv	v3spia---	n-s---fn-	v--pna---	κωλύω	4	6	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.41.3-s22995-w0	Thucydides_Book1.tb.a.gz##253.0	Thucydides	Obj	v--pna---	v-sppama-	a-s---ma-	φίλος	6	1	P-Sb	subtree	#Reconstructed	0.0	annotation error	5th
a-tlg0003.tlg001-1.50.5-s23048-w0	Thucydides_Book1.tb.a.gz##306.0	Thucydides	Obj	v3ppsa---	n-p---fn-	a-p---fn-	ὀλίγος	46	47	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.81.5-s23250-w0	Thucydides_Book1.tb.a.gz##508.0	Thucydides	Pred	v3sfim---	v--pne---	a-s---nn-	καλός	6	8	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.77.3-s23219-w0	Thucydides_Book1.tb.a.gz##477.0	Thucydides	Obj	v3spia---	v--pna---	x--------	χρεών	14	9	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.120.1-s23478-w0	Thucydides_Book1.tb.a.gz##736.0	Thucydides	Adv	v3ppia---	p-p---mn-	v-prpemn-	ψηφίζω	16	17	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.14.1-s22825-w0	Thucydides_Book1.tb.a.gz##83.0	Thucydides	Pred	v3siia---	p-p---nn-	a-p---nns	δυνατός	3	1	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.32.5-s22938-w0	Thucydides_Book1.tb.a.gz##196.0	Thucydides	Pred	v3spia---	v--pne---	n-s---fn-	ἀνάγκη	42	35	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.50.3-s23045-w0	Thucydides_Book1.tb.a.gz##303.0	Thucydides	Pred	v3spia---	n-p---nn-	n-s---mn-	λιμήν	4	7	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.137.2-s23598-w0	Thucydides_Book1.tb.a.gz##856.0	Thucydides	Obj	v--pna---	v--ana---	n-s---fa-	ἀσφάλεια	6	3	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.29.1-s22916-w0	Thucydides_Book1.tb.a.gz##174.0	Thucydides	Adv	v3piia---	n-p---fn-	a-p---fa-	πλήρης	13	9	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.82.6-s23261-w0	Thucydides_Book1.tb.a.gz##519.0	Thucydides	Pred	v3spia---	v--ana---	a-s---nn-	οἷος	10	8	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.139.4-s23624-w0	Thucydides_Book1.tb.a.gz##882.0	Thucydides	Sb	v--pna---	n-s---na-	a-s---na-	ἐμπόδιος	22	19	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.87.2-s23292-w0	Thucydides_Book1.tb.a.gz##550.0	Thucydides	Obj	---------	a-s---fn-	a-s---fnc	μέγας	16	17	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.5.2-s22764-w0	Thucydides_Book1.tb.a.gz##22.0	Thucydides	Atr	v3spia---	v--pna---	n-s---mn-	κόσμος	15	12	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.124.2-s23514-w0	Thucydides_Book1.tb.a.gz##772.0	Thucydides	Pred	v3spia---	v--ana---	a-s---nn-	ἀκίνδυνος	13	16	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.14.3-s22830-w0	Thucydides_Book1.tb.a.gz##88.0	Thucydides	Adv	v-sppamg-	a-s---mg-	a-s---mg-	προσδόκιμος	14	15	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.35.5-s22959-w0	Thucydides_Book1.tb.a.gz##217.0	Thucydides	Pred	v3spia---	n-s---fn-	a-s---fn-	ὁμοῖος	12	10	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.88.1-s23297-w0	Thucydides_Book1.tb.a.gz##555.0	Thucydides	Obj	v-pppana-	a-p---na-	a-p---na-	ὑποχείριος	30	33	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.3.3-s22757-w0	Thucydides_Book1.tb.a.gz##15.0	Thucydides	Atr	v3piia---	p-p---mn-	n-p---mn-	Ἕλλην	24	27	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.10.2-s22795-w0	Thucydides_Book1.tb.a.gz##53.0	Thucydides	Obj	v--pna---	n-s---fa-	l-p---md-	ὁ	22	28	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.47.2-s23023-w0	Thucydides_Book1.tb.a.gz##281.0	Thucydides	Pred	v3piia---	n-p---mn-	v-prpamn-	βοηθέω	14	15	Sb-P	subtree	#Reconstructed	0.0	gapping	5th
a-tlg0003.tlg001-1.123.1-s23509-w0	Thucydides_Book1.tb.a.gz##767.0	Thucydides	Pred	v3spia---	v--pne---	a-s---nn-	πάτριος	20	12	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.71.2-s23171-w0	Thucydides_Book1.tb.a.gz##429.0	Thucydides	Pred	v3spia---	n-p---nn-	a-p---nn-	ἀρχαιότροπος	12	9	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.35.4-s22957-w0	Thucydides_Book1.tb.a.gz##215.0	Thucydides	Pred	v3spia---	v--ana---	a-s---nn-	δίκαιος	34	3	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.100.2-s23369-w0	Thucydides_Book1.tb.a.gz##627.0	Thucydides	Atr	v3siia---	n-s---nn-	a-s---nn-	πολέμιος	74	71	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.121.2-s23488-w0	Thucydides_Book1.tb.a.gz##746.0	Thucydides	Pred	v3spia---	v--ana---	v-srpann-	εἰκός	6	5	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.43.2-s23000-w0	Thucydides_Book1.tb.a.gz##258.0	Thucydides	Atr	v3spia---	v-sppamn-	a-s---mn-	φίλος	16	17	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.69.6-s23154-w0	Thucydides_Book1.tb.a.gz##412.0	Thucydides	Pred	v3spia---	n-s---fn-	a-p---mg-	ἐχθρός	9	11	Sb-P	subtree	#Reconstructed	0.0	gapping	5th
a-tlg0003.tlg001-1.143.5-s23667-w0	Thucydides_Book1.tb.a.gz##925.0	Thucydides	Pred	v3piia---	p-p---mn-	a-p---mnc	ἄληπτος	6	8	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.84.3-s23271-w0	Thucydides_Book1.tb.a.gz##529.0	Thucydides	Obj	v--pna---	n-p---fa-	a-p---fa-	διαιρετός	69	72	Sb-P	subtree	#Reconstructed	0.0	gapping	5th
a-tlg0003.tlg001-1.34.1-s22946-w0	Thucydides_Book1.tb.a.gz##204.0	Thucydides	Obj	---------	v--pne---	a-s---nn-	δίκαιος	11	6	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.33.2-s22942-w0	Thucydides_Book1.tb.a.gz##200.0	Thucydides	Pred	v3spia---	n-s---fn-	a-s---fnc	σπάνιος	2	3	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.96.1-s23349-w0	Thucydides_Book1.tb.a.gz##607.0	Thucydides	Pred	v3siia---	v--pne---	n-s---nn-	πρόσχημα	4	1	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.140.1-s23626-w0	Thucydides_Book1.tb.a.gz##884.0	Thucydides	Obj	v-pppana-	a-p---na-	p1s---md-	ἐγώ	8	9	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.126.1-s23521-w0	Thucydides_Book1.tb.a.gz##779.0	Thucydides	Adv	v3spoa---	n-s---fn-	p-p---md-	σφεῖς	17	14	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.141.5-s23643-w0	Thucydides_Book1.tb.a.gz##901.0	Thucydides	Adv	v3spia---	p-s---nn-	v-srpann-	ἔοικα	38	39	Sb-P	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.10.1-s22794-w0	Thucydides_Book1.tb.a.gz##52.0	Thucydides	Adv	v3siia---	n-p---fn-	a-s---nn-	μικρός	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.24.1-s22877-w0	Thucydides_Book1.tb.a.gz##135.0	Thucydides	Pred	v3spia---	n-s---mn-	n-s---fn-	πόλις	1	3	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.59.2-s23093-w0	Thucydides_Book1.tb.a.gz##351.0	Thucydides	Obj	v--pna---	v--pna---	a-p---na-	ἀδύνατος	10	5	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.64.1-s23118-w0	Thucydides_Book1.tb.a.gz##376.0	Thucydides	Pred	v3siia---	l-s---nn-	a-s---nn-	ἀτείχιστος	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.84.4-s23274-w0	Thucydides_Book1.tb.a.gz##532.0	Thucydides	Obj	v--pna---	v3spie---	a-s---ma-	κράτιστος	17	10	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.22.1-s22861-w0	Thucydides_Book1.tb.a.gz##119.0	Thucydides	Pred	v3siia---	v--ana---	a-s---nn-	χαλεπός	22	16	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.49.4-s23034-w0	Thucydides_Book1.tb.a.gz##292.0	Thucydides	Pred	v3siia---	n-s---mn-	a-s---mn-	πολύς	5	4	P-Sb	subtree	#Reconstructed	0.0	gapping	5th
a-tlg0003.tlg001-1.38.5-s22977-w0	Thucydides_Book1.tb.a.gz##235.0	Thucydides	Pred	v3siia---	v--ana---	a-s---nn-	καλός	11	1	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.23.6-s22875-w0	Thucydides_Book1.tb.a.gz##133.0	Thucydides	Obj	v--pna---	v--ana---	n-s---fa-	πρόφασις	21	5	P-Sb	subtree	#Reconstructed	0.0	annotation error	5th
a-tlg0003.tlg001-1.96.2-s23353-w0	Thucydides_Book1.tb.a.gz##611.0	Thucydides	Pred	v3siia---	n-s---fn-	n-s---nn-	ταμιεῖον	3	1	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.105.3-s23395-w0	Thucydides_Book1.tb.a.gz##653.0	Thucydides	Obj	v--fnm---	n-p---ma-	a-p---ma-	ἀδύνατος	38	36	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.42.1-s22996-w0	Thucydides_Book1.tb.a.gz##254.0	Thucydides	Obj	v--pna---	p-p---na-	a-p---na-	σύμφορος	30	24	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.49.4-s23034-w0	Thucydides_Book1.tb.a.gz##292.0	Thucydides	Pred	v3siia---	n-s---fn-	a-p---fn-	ταραχώδης	10	7	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.91.7-s23317-w0	Thucydides_Book1.tb.a.gz##575.0	Thucydides	Obj	v--pna---	v--pne---	a-s---na-	οἷος	17	3	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.99.2-s23364-w0	Thucydides_Book1.tb.a.gz##622.0	Thucydides	Pred	v3siia---	v--pne---	a-s---nn-	ῥᾴδιος	23	21	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.80.3-s23238-w0	Thucydides_Book1.tb.a.gz##496.0	Thucydides	Pred	v3spia---	v--ana---	a-s---nn-	οἷος	20	16	P-Sb	subtree	#Reconstructed			5th
a-tlg0003.tlg001-1.84.3-s23271-w0	Thucydides_Book1.tb.a.gz##529.0	Thucydides	Obj	v--pna---	n-p---fa-	a-p---ma-	παραπλήσιος	61	64	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.93.5-s23326-w0	Thucydides_Book1.tb.a.gz##584.0	Thucydides	Atr	v3spia---	p-s---nn-	a-s---nn-	δῆλος	10	13	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.141.3-s23640-w0	Thucydides_Book1.tb.a.gz##898.0	Thucydides	Pred	v3spia---	n-p---nn-	p-p---md-	αὐτός	13	15	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.140.2-s23629-w0	Thucydides_Book1.tb.a.gz##887.0	Thucydides	Pred	v3piia---	n-p---mn-	a-p---mn-	δῆλος	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.95.1-s23337-w0	Thucydides_Book1.tb.a.gz##595.0	Thucydides	Adv	v-sppamg-	p-s---mg-	a-s---mg-	βίαιος	5	3	P-Sb	subtree	εἰμί			5th
a-tlg0003.tlg001-1.49.2-s23031-w0	Thucydides_Book1.tb.a.gz##289.0	Thucydides	Pred	v3siia---	n-s---fn-	a-s---fn-	καρτερός	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0003.tlg001-1.73.1-s23188-w0	Thucydides_Book1.tb.a.gz##446.0	Thucydides	Obj	v3spia---	n-s---fn-	a-s---fnp	ἄξιος	68	70	Sb-P	subtree	εἰμί			5th
